id,name_en,name_de,name_es,category,force_type,mechanic,difficulty,equipment,body_part,primary_muscles,secondary_muscles,goals,tags,met,is_unilateral,is_bodyweight,description_en,instructions_en,image_flat_start,image_flat_peak,image_flat_main
barbell-pullover,Barbell Pullover,Langhantel-Pullover,Pullover con Barra,strength,pull,compound,intermediate,barbell,back,latissimus_dorsi|pectoralis_major,triceps_brachii,hypertrophy,pull_day|knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,6.0,False,False,A compound movement stretching and loading the lats and chest through a wide arc.,Lie across a bench with a barbell held over your chest. | Lower the bar back over your head in an arc. | Pull it back to the start over your chest. | Repeat.,images/flat/barbell-pullover-start.webp,images/flat/barbell-pullover-peak.webp,
barbell-rear-delt-row,Barbell Rear Delt Row,Langhantel-Hinterer-Delt-Rudern,Remo con Barra para Deltoides Posterior,strength,pull,compound,intermediate,barbell,shoulders,posterior_deltoid,latissimus_dorsi|rhomboids|trapezius,hypertrophy|strength,pull_day,6.0,False,False,A bent-over barbell row with flared elbows that shifts emphasis from the lats to the posterior deltoids and upper back.,"Hinge at the hips with a flat back until your torso is nearly parallel to the floor. | Hold a barbell with an overhand, wider-than-shoulder-width grip, arms hanging. | Row the bar up toward your upper chest with the elbows flaring out to the sides. | Pause and squeeze the rear delts and upper back at the top. | Lower the bar under control and repeat.",images/flat/barbell-rear-delt-row-start.webp,images/flat/barbell-rear-delt-row-peak.webp,
barbell-reverse-lunge,Barbell Reverse Lunge,Langhantel-Rückwärtsausfallschritt,Zancada Inversa con Barra,strength,push,compound,intermediate,barbell,upper_legs,gluteus_maximus|quadriceps,erector_spinae|gluteus_medius|hamstrings,hypertrophy|strength,knee_safe,6.0,True,False,"A barbell lunge stepping backward instead of forward, keeping the front shin vertical while loading the quads and glutes.","Place a barbell across your upper back and stand tall. | Step one foot backward into a long stride. | Lower your back knee toward the ground under control. | Drive through your front heel to return to standing. | Complete reps on one side, then switch.",images/flat/barbell-reverse-lunge-start.webp,images/flat/barbell-reverse-lunge-peak.webp,
barbell-row,Bent-Over Barbell Row,Vorgebeugtes Langhantelrudern,Remo con Barra Inclinado,strength,pull,compound,intermediate,barbell,back,latissimus_dorsi|rhomboids,biceps_brachii|posterior_deltoid,hypertrophy|strength,pull_day|knee_safe|shoulder_safe,6.0,False,False,A compound pulling movement that targets the upper and middle back.,"Hinge at the hips with a slight knee bend. | Grip the bar slightly wider than shoulder-width. | Pull the bar to your lower chest, squeezing your shoulder blades. | Lower the bar under control. | Repeat.",images/flat/barbell-row-start.webp,images/flat/barbell-row-peak.webp,
battle-ropes,Battle Ropes,Battle Ropes,Cuerdas de Batalla,cardio,dynamic,compound,intermediate,battle_rope,full_body,anterior_deltoid|lateral_deltoid|latissimus_dorsi,forearm_flexors|quadriceps|rectus_abdominis|trapezius,endurance|power,full_body|conditioning,10.3,False,False,"A high-intensity conditioning movement using thick ropes, training the upper back, shoulders, and grip.",Anchor the ropes to a fixed point and grab one end in each hand. | Step back so the ropes have moderate slack. | Drop into a quarter squat with feet shoulder-width. | Drive each arm up and down rapidly to send waves through the ropes. | Continue for the prescribed work interval.,,,images/flat/battle-ropes-main.webp
behind-the-back-barbell-shrug,Behind the Back Barbell Shrug,Langhantel-Shrug hinter dem Rücken,Encogimiento de Hombros con Barra Detrás de la Espalda,strength,pull,isolation,intermediate,barbell,back,trapezius,forearm_flexors|rhomboids,hypertrophy,knee_safe|lower_back_safe|shoulder_safe|no_axial_load,5.0,False,False,"A shrug variation with the barbell held behind the body, targeting the trapezius.",Stand holding a barbell behind your back with an overhand grip. | Keep your arms straight and chest up. | Shrug your shoulders straight up toward your ears. | Pause and squeeze at the top. | Lower under control and repeat.,images/flat/behind-the-back-barbell-shrug-start.webp,images/flat/behind-the-back-barbell-shrug-peak.webp,
behind-the-neck-lat-pulldown,Behind-the-Neck Lat Pulldown,Nacken-Lat-Pulldown,Jalón al Cuello Detrás de la Cabeza,strength,pull,compound,advanced,lat_pulldown_machine,back,latissimus_dorsi,posterior_deltoid|rhomboids|trapezius,hypertrophy,pull_day,6.0,False,False,"A wide-grip lat pulldown taken behind the head, targeting the upper lats and traps — requires full overhead shoulder mobility.","Sit at a lat pulldown station with thighs secured under the pad. | Grip the bar with a wide, overhand grip — wider than shoulder-width. | Keep the torso upright and tuck the chin slightly forward. | Pull the bar down behind the head until it touches the base of the neck. | Return under control to the full overhead stretch. | Repeat for the recommended number of repetitions.",images/flat/behind-the-neck-lat-pulldown-start.webp,images/flat/behind-the-neck-lat-pulldown-peak.webp,
behind-the-neck-press,Behind the Neck Press,Nackendrücken,Press Detrás del Cuello,strength,push,compound,intermediate,barbell,shoulders,anterior_deltoid|lateral_deltoid,trapezius|triceps_brachii,hypertrophy|strength,knee_safe,6.0,False,False,"An overhead press performed with the barbell starting behind the neck, emphasizing the front and side deltoids.",Sit or stand with a barbell resting on your upper traps behind your neck. | Grip the bar wider than shoulder width. | Press the bar straight up overhead until your arms are extended. | Lower the bar back to the starting position under control. | Repeat for the desired number of reps.,images/flat/behind-the-neck-press-start.webp,images/flat/behind-the-neck-press-peak.webp,
bench-adductor-stretch,Bench Adductor Stretch,Adduktoren-Dehnung an der Bank,Estiramiento de Aductores en Banco,stretching,static,isolation,beginner,flat_bench,upper_legs,adductors,hamstrings,mobility,mobility|stretching,5.0,True,False,A standing stretch with one straight leg resting on a bench out to the side to lengthen the inner thigh.,"Stand side-on to a bench. | Rest one straight leg up on the bench out to the side. | Keep your torso upright and shift gently toward the bench. | Hold for 20 to 30 seconds, breathing steadily. | Switch sides and repeat.",,,images/flat/bench-adductor-stretch-main.webp
bench-ankle-stretch,Bench Ankle Stretch,Sprunggelenk-Dehnung an der Bank,Estiramiento de Tobillo en Banco,stretching,static,isolation,beginner,flat_bench,lower_legs,gastrocnemius,soleus,mobility,mobility|stretching,5.0,True,False,"A standing stretch with the foot flat on a bench, driving the knee forward over the toes to flex the ankle.","Place one whole foot flat on top of a bench. | Keep your torso upright. | Drive that knee forward over your toes. | Hold for 20 to 30 seconds, breathing steadily. | Switch sides and repeat.",,,images/flat/bench-ankle-stretch-main.webp
bench-bulgarian-split-stretch,Bench Bulgarian Split Stretch,Bulgarische Split-Dehnung an der Bank,Estiramiento Búlgaro en Banco,stretching,static,compound,beginner,flat_bench,upper_legs,hip_flexors|quadriceps,gluteus_maximus,mobility,mobility|stretching,5.0,True,False,"A split-stance stretch with the rear foot on a bench, sinking the hips to open the hip flexors and quad.","Rest the top of your rear foot on a bench behind you. | Set the front foot flat and bend that knee. | Sink your hips straight down. | Hold for 20 to 30 seconds, breathing steadily. | Switch sides and repeat.",,,images/flat/bench-bulgarian-split-stretch-main.webp
bench-calf-stretch,Bench Calf Stretch,Wadendehnung an der Bank,Estiramiento de Pantorrilla en Banco,stretching,static,isolation,beginner,flat_bench,lower_legs,gastrocnemius,soleus,mobility,mobility|stretching,5.0,True,False,"A standing stretch with the ball of the foot on a bench edge, dropping the heel to lengthen the calf.","Place the ball of one foot on the edge of a bench. | Keep that knee straight. | Let your heel drop down below the toes. | Hold for 20 to 30 seconds, breathing steadily. | Switch sides and repeat.",,,images/flat/bench-calf-stretch-main.webp
bench-chest-stretch,Bench Chest Stretch,Brustdehnung an der Bank,Estiramiento de Pecho en Banco,stretching,static,isolation,beginner,flat_bench,chest,pectoralis_major,anterior_deltoid,mobility,mobility|stretching,5.0,False,False,"A kneeling stretch with the hands behind on a bench, sinking the hips to open the chest and shoulders.","Kneel with your back to a bench. | Place both hands behind you on the edge of the bench. | Sink your hips down to open the chest. | Hold for 20 to 30 seconds, breathing steadily.",,,images/flat/bench-chest-stretch-main.webp
bench-childs-pose,Bench Child's Pose,Stellung des Kindes an der Bank,Postura del Niño en Banco,stretching,static,compound,beginner,flat_bench,back,erector_spinae|latissimus_dorsi,,mobility,mobility|stretching,5.0,False,False,"A kneeling stretch with the arms resting on a bench, sitting the hips back to lengthen the lats and lower back.","Kneel on the floor in front of a bench. | Extend both arms forward and rest them on the bench. | Sit your hips back toward your heels and let the chest sink. | Hold for 20 to 30 seconds, breathing steadily.",,,images/flat/bench-childs-pose-main.webp
bench-couch-stretch,Bench Couch Stretch,Couch-Dehnung an der Bank,Estiramiento Couch en Banco,stretching,static,compound,beginner,flat_bench,upper_legs,hip_flexors|quadriceps,,mobility,mobility|stretching,5.0,True,False,A deep quad and hip-flexor stretch with the rear shin running up the front of a bench.,"Kneel with your rear shin against the front of a bench. | Place the front foot flat on the floor. | Bring your torso upright until the front of the thigh stretches. | Hold for 20 to 30 seconds, breathing steadily. | Switch sides and repeat.",,,images/flat/bench-couch-stretch-main.webp
bench-dips,Bench Dips,Bank-Dips,Fondos en Banco,strength,push,compound,intermediate,,upper_arms,triceps_brachii,anterior_deltoid|pectoralis_major,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|requires_bench,5.0,False,True,"A bodyweight pressing movement with hands on a bench behind the body, emphasizing the triceps.",Sit on a bench and place your hands on the edge beside your hips. | Slide your hips off the bench with legs extended. | Lower your body by bending your elbows to 90 degrees. | Press through your palms to return to the start. | Repeat for the desired number of reps.,images/flat/bench-dips-start.webp,images/flat/bench-dips-peak.webp,
bench-figure-4-glute-stretch,Bench Figure-4 Glute Stretch,Vierer-Gesäßdehnung an der Bank,Estiramiento Figura 4 de Glúteos en Banco,stretching,static,isolation,beginner,flat_bench,upper_legs,gluteus_maximus,gluteus_medius,mobility,mobility|stretching,5.0,True,False,"A seated stretch on a bench with one ankle crossed over the knee, hinging forward to target the glute.","Sit on the end of a bench. | Cross one ankle over the opposite knee. | Keep your back flat and hinge forward over the crossed leg. | Hold for 20 to 30 seconds, breathing steadily. | Switch sides and repeat.",,,images/flat/bench-figure-4-glute-stretch-main.webp
